##BLOCKS= 44         																																								
Note:
~End
		0.0449	0.0691	0.0945	0.2375	0.6023	0.8161	0.6038	0.8175	0.7094	0.8464	0.5832																												
		0.0442	0.3885	0.5665	0.6019	0.9082	0.6308	0.7951	0.828	0.8673	0.8593	0.6758																												
		0.0482	0.3487	0.7836	0.9254	0.8974	0.8793	0.8552	0.9008	0.7228	0.919	0.6058																												
		0.0444	0.3471	0.6466	0.724	0.8206	0.7406	0.795	0.7424	0.6231	0.5623	0.4772																												
																																								
																																								
~End																																								
Plate:	LY2 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.6																																							
		0.0459	0.1384	0.1385	0.3057	0.7582	1.6515	1.7961	1.9145	2.072	2.1241	2.0116																												
		0.0462	0.1457	0.1176	0.4009	1.1064	1.7865	1.9958	2.0956	2.1725	2.1041	2.057																												
		0.0449	0.1505	0.1253	0.2992	0.8583	1.7901	1.8817	2.1636	2.1012	2.0324	2.0365																												
		0.0458	1.5156	1.549	1.8705	1.962	1.8753	2.0266	2.1267	1.9478	2.0264	1.7495																												
		0.0451	1.4727	1.6838	1.9167	2.0016	1.8628	2.191	2.048	1.9664	1.9525	1.9916																												
		0.0447	1.2445	1.7432	1.7918	1.9932	2.1172	2.0127	1.9872	2.1523	1.9519	1.8474																												
																																								
																																								
~End																																								
Plate:	OCUB-1 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.7																																							
		0.0465	0.0756	0.0833	0.1565	0.2871	0.5269	0.7112	0.8941	0.9698	0.8502	0.7098																												
		0.0479	0.0759	0.085	0.1613	0.5572	0.9255	1.0252	1.0332	1.2373	1.1325	0.8728																												
		0.0465	0.08	0.0876	0.1885	0.434	1.0354	0.8409	1.1962	1.0658	1.2168	0.8498																												
		0.0464	0.239	0.6768	1.2316	1.2721	1.1557	0.8975	1.3666	1.1058	1.0794	0.9665																												
		0.0461	0.2743	0.9261	1.2356	1.1529	1.0155	1.1529	1.2799	1.2287	1.2424	1.0726																												
		0.0456	0.2847	0.7713	1.1228	1.2209	1.3336	1.1034	1.3601	1.3061	1.1317	1.0074																												
																																								
																																								
~End																																								
Plate:	UACC893 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.7																																							
		0.0461	0.0844	0.0837	0.1656	0.2429	0.3359	0.4041	0.3604	0.3406	0.4074	0.4343																												
		0.0455	0.0828	0.0783	0.1914	0.3928	0.4235	0.5522	0.4899	0.4765	0.4943	0.3471																												
		0.0449	0.076	0.0883	0.1643	0.181	0.4751	0.5161	0.4694	0.4848	0.4603	0.327																												
		0.0451	0.2025	0.4235	0.532	0.4833	0.517	0.5707	0.4642	0.5491	0.6359	0.4256																												
		0.0455	0.2428	0.3466	0.4846	0.4567	0.5583	0.5733	0.5181	0.5784	0.5654	0.4063																												
		0.0458	0.2475	0.2837	0.3446	0.3161	0.4011	0.3727	0.4509	0.4411	0.3896	0.4151																												
																																								
																																								
~End																																								
Plate:	SW527 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.7																																							
		0.046	0.0674	0.0746	0.0871	0.1745	1.1174	1.8214	2.2128	2.3737	2.3598	2.4595																												
		0.0457	0.071	0.0697	0.0941	0.2095	1.144	2.1986	2.4256	2.3988	2.3598	2.4423																												
		0.0457	0.0793	0.0692	0.0872	0.2356	1.4148	2.3224	2.3846	2.3616	2.3801	2.3853																												
		0.0517	0.1477	1.0121	2.245	2.3249	2.3571	2.1415	2.3793	2.3227	2.3943	2.4163																												
		0.0461	0.1939	1.0372	2.1946	2.27	2.2558	2.3247	2.3641	2.4211	2.4338	2.3979																												
		0.046	0.1976	1.1243	2.0707	2.1847	2.2379	2.3492	2.3783	2.4119	2.4015	2.3565																												
																																								
																																								
~End																																								
Plate:	MDA361 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.7																																							
		0.0465	0.0987	0.0832	0.194	0.2961	0.4679	0.4951	0.5831	0.6924	0.6423	0.6292																												
		0.0463	0.0852	0.0787	0.2296	0.5635	0.6314	0.76	0.9102	0.9833	0.7088	0.6084																												
		0.0462	0.0876	0.087	0.2142	0.5279	0.8027	0.8805	0.8829	0.9321	0.9699	0.4828																												
		0.0453	0.1465	0.5491	0.9316	0.787	1.0185	1.0125	0.9471	0.9817	0.8535	0.7393																												
		0.0449	0.131	0.4645	0.8191	0.8728	0.922	0.8008	1.1006	1.0478	0.8595	0.5849																												
		0.0453	0.1547	0.4763	0.6438	0.7363	0.7426	0.704	0.7678	0.8209	0.6977	0.6073																												
																																								
																																								
~End																																								
Plate:	MDA330 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.7																																							
		0.046	0.079	0.0986	0.1334	0.1823	0.2247	0.2005	0.2212	0.2186	0.2587	0.2937																												
		0.0446	0.077	0.0946	0.1897	0.2679	0.305	0.271	0.3105	0.3094	0.226	0.233																												
		0.0449	0.0854	0.0974	0.1525	0.2423	0.3015	0.3105	0.297	0.3355	0.3034	0.2541																												
		0.0449	0.2057	0.2026	0.3071	0.3246	0.3097	0.3362	0.2855	0.2705	0.2603	0.2505																												
		0.0448	0.2087	0.2576	0.2548	0.3051	0.3172	0.2738	0.2804	0.3009	0.2749	0.2462																												
		0.044	0.18	0.2226	0.2095	0.2104	0.2219	0.2096	0.2031	0.2298	0.2257	0.2288																												
																																								
																																								
~End																																								
Plate:	HS578T nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.7																																							
		0.0475	0.1178	0.1356	0.2531	0.5862	0.7842	1.1084	0.8735	0.8186	1.1318	0.9388																												
		0.0454	0.1233	0.1256	0.2337	0.765	1.2019	1.2774	1.3663	1.4014	1.1631	1.1375																												
		0.0462	0.0908	0.1126	0.2102	0.6654	1.3086	1.7117	1.4239	1.4175	1.8134	1.0648																												
		0.0453	0.6013	1.2338	1.0546	1.4788	1.7029	1.6926	1.7493	1.6853	1.8188	1.4322																												
		0.0444	0.8093	1.1633	1.2352	1.4948	1.8286	1.8858	1.6999	1.7124	1.3066	1.3809																												
		0.0449	0.6226	1.4431	1.5236	1.4374	1.3406	1.6933	1.7649	1.813	1.6538	1.3034																												
																																								
																																								
~End																																								
Plate:	HCC1143 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.7																																							
		0.0461	0.1165	0.1105	0.2568	0.4036	0.6105	0.7305	0.9402	1.0008	0.8632	0.9059																												
		0.0461	0.1099	0.1536	0.3743	0.5567	0.7734	0.7456	1.0623	1.1762	1.1439	1.0099																												
		0.0456	0.1141	0.1475	0.3536	0.4675	0.7893	0.9289	0.9314	1.1041	1.057	1.083																												
		0.046	0.5122	0.9258	1.1638	1.113	1.2364	1.0503	1.1019	1.1998	1.1867	1.0637																												
		0.0556	0.6056	1.0382	1.0312	1.1908	1.1991	1.168	1.1762	1.1601	1.1031	1.1616																												
		0.0458	0.4788	0.9648	1.0591	1.1483	1.1425	1.0212	1.0178	1.058	1.0625	0.8926																												
																																								
																																								
~End																																								
Plate:	HCC202 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.8																																							
		0.0458	0.0706	0.0691	0.155	0.1595	0.2236	0.2708	0.2482	0.2811	0.2805	0.2863																												
		0.0449	0.0616	0.0659	0.1139	0.1663	0.2188	0.2523	0.2715	0.2958	0.2842	0.2906																												
		0.0453	0.0609	0.0792	0.1162	0.1815	0.2125	0.2279	0.2706	0.2831	0.3045	0.3132																												
		0.0455	0.1003	0.1379	0.1798	0.2157	0.2395	0.268	0.2501	0.255	0.219	0.2755																												
		0.0452	0.1345	0.1294	0.2016	0.2309	0.2496	0.2447	0.2496	0.2668	0.2674	0.2512																												
		0.0447	0.1324	0.1396	0.1762	0.2155	0.2874	0.2606	0.2539	0.2482	0.2446	0.2208																												
																																								
																																								
~End																																								
Plate:	HCC70 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.7																																							
		0.0449	0.0613	0.0671	0.3655	0.7187	0.7438	0.8235	0.7921	0.8166	0.8169	0.7797																												
		0.0458	0.0628	0.061	0.3697	0.9692	1.0665	1.2106	1.1467	1.0195	0.9861	0.9167																												
		0.0446	0.0608	0.0671	0.344	1.0625	1.1595	1.1008	1.1465	1.2416	1.1645	1.0628																												
		0.0461	0.7897	1.1295	1.1899	1.1996	1.1032	1.3099	1.2519	1.2027	1.0535	0.9847																												
		0.0445	0.6984	0.9977	1.218	1.2803	1.2442	1.0382	1.2573	1.1313	1.0791	1.1417																												
		0.0439	0.7082	0.7654	0.9885	1.077	0.9272	1.1052	1.1146	1.1738	1.2129	1.0347																												
																																								
																																								
~End																																								
Plate:	HCC3153 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.8																																							
		0.0452	0.0588	0.0651	0.0935	0.1285	0.1358	0.1466	0.1418	0.1644	0.1552	0.1396																												
		0.0501	0.0566	0.069	0.0884	0.1012	0.1243	0.1251	0.1396	0.1311	0.1253	0.1447																												
		0.0449	0.0567	0.0631	0.0916	0.1079	0.1219	0.1211	0.1316	0.1396	0.1475	0.1521																												
		0.0457	0.1071	0.1162	0.1188	0.1498	0.1759	0.1465	0.1515	0.1287	0.1247	0.0801																												
		0.0462	0.1018	0.1042	0.1156	0.1395	0.1141	0.1584	0.1519	0.1348	0.1119	0.1403																												
		0.0442	0.0995	0.1092	0.118	0.1354	0.1337	0.2375	0.1427	0.1382	0.1466	0.156																												
																																								
																																								
~End																																								
Plate:	HCC1395 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.8																																							
		0.045	0.0615	0.0724	0.0884	0.1269	0.1468	0.2031	0.222	0.2002	0.2421	0.1738																												
		0.0453	0.0631	0.0639	0.0963	0.1148	0.3427	0.2203	0.2492	0.3749	0.1987	0.3639																												
		0.045	0.0673	0.0637	0.1034	0.1781	0.1698	0.2135	0.2236	0.628	0.2351	0.2166																												
		0.0459	0.0885	0.1057	0.1174	0.2407	0.2093	0.2308	0.1715	0.2301	0.2756	0.2011																												
		0.0449	0.0907	0.0925	0.1037	0.1297	0.2295	0.1436	0.227	0.1629	0.2091	0.2031																												
		0.0443	0.081	0.0996	0.1343	0.1503	0.1804	0.1586	0.1651	0.2104	0.2311	0.2176																												
																																								
																																								
~End																																								
Plate:	HCC2185 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.8																																							
		0.0454	0.0699	0.0645	0.0986	0.1559	0.1521	0.1877	0.1961	0.248	0.2411	0.2274																												
		0.046	0.0675	0.0667	0.1002	0.1838	0.2263	0.2078	0.2447	0.257	0.2331	0.2681																												
		0.0459	0.076	0.0669	0.1013	0.1582	0.2024	0.2197	0.2612	0.2697	0.2303	0.229																												
		0.0483	0.1253	0.1613	0.2219	0.2252	0.2617	0.2329	0.2592	0.2499	0.2681	0.1699																												
		0.0445	0.1314	0.1697	0.1934	0.2061	0.2178	0.2293	0.2252	0.2365	0.2337	0.1635																												
		0.0466	0.1132	0.1551	0.1818	0.1772	0.2089	0.188	0.1906	0.214	0.22	0.2042																												
																																								
																																								
~End																																								
Plate:	HCC1187 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.8																																							
		0.0455	0.0603	0.0608	0.1136	0.1236	0.1481	0.16	0.2861	0.4051	0.4726	0.3631																												
		0.0451	0.066	0.0681	0.0982	0.1049	0.1579	0.2254	0.2828	0.4062	0.5035	0.4635																												
		0.0456	0.062	0.0681	0.0944	0.0957	0.1627	0.1764	0.2822	0.4923	0.4967	0.4593																												
		0.045	0.0868	0.1188	0.1874	0.3296	0.297	0.371	0.4022	0.4918	0.6369	0.5555																												
		0.051	0.1005	0.1185	0.2185	0.3938	0.3667	0.4986	0.4719	0.4608	0.5368	0.5206																												
		0.0451	0.1048	0.1528	0.2044	0.2184	0.3108	0.3958	0.4455	0.344	0.4745	0.5299																												
																																								
																																								
~End																																								
Plate:	HCC1419 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.8																																							
		0.0454	0.0609	0.066	0.1861	0.2412	0.2398	0.297	0.2746	0.3053	0.3145	0.335																												
		0.0474	0.063	0.0682	0.1758	0.2719	0.3555	0.3168	0.3154	0.3478	0.3063	0.3339																												
		0.0457	0.0712	0.0611	0.1889	0.3213	0.3765	0.4138	0.4294	0.3892	0.424	0.2598																												
		0.0461	0.2311	0.3377	0.35	0.3212	0.3732	0.3483	0.3911	0.3142	0.2818	0.3613																												
		0.0464	0.2514	0.3368	0.391	0.3244	0.37	0.3751	0.3875	0.3988	0.3821	0.3203																												
		0.05	0.2672	0.2987	0.288	0.304	0.3319	0.3232	0.3836	0.3202	0.3109	0.3054																												
																																								
																																								
~End																																								
Plate:	HCC1937 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.8																																							
		0.0456	0.0853	0.0718	0.1595	0.2154	0.2455	0.3289	0.4805	0.5222	0.5197	0.5247																												
		0.0497	0.0869	0.0631	0.1806	0.2308	0.3653	0.5792	0.6018	0.6617	0.6115	0.565																												
		0.0464	0.0811	0.0718	0.1831	0.2402	0.413	0.5075	0.6704	0.6274	0.6547	0.5624																												
		0.045	0.3668	0.5755	0.6022	0.7677	0.5436	0.5986	0.5094	0.6362	0.7201	0.5539																												
		0.0487	0.3775	0.4872	0.607	0.5883	0.6734	0.6012	0.5763	0.5724	0.6113	0.5025																												
		0.0507	0.3607	0.4599	0.4797	0.6645	0.7088	0.6741	0.6781	0.7083	0.5218	0.5201																												
																																								
																																								
~End																																								
Plate:	HCC1954 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.8																																							
		0.0475	0.0604	0.0547	0.1544	0.2613	0.3498	0.5218	0.6375	0.6144	0.6955	0.5671																												
		0.0454	0.0564	0.0553	0.1411	0.3464	0.726	0.9165	0.8887	1.041	1.0327	0.7986																												
		0.0454	0.0561	0.0556	0.1615	0.4305	0.6908	0.9505	1.0128	1.1055	0.8695	0.7523																												
		0.0455	0.4523	0.9289	0.9388	1.0044	1.0824	1.2102	1.2652	1.0763	0.9865	0.7929																												
		0.0463	0.5086	0.884	0.8753	1.1012	1.049	1.1568	1.0079	1.0893	0.9728	0.945																												
		0.0472	0.4173	0.7661	0.9784	0.9622	1.0178	1.0991	0.9942	0.9311	0.8671	0.746																												
																																								
																																								
~End																																								
Plate:	HCC1806 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.8																																							
		0.0451	0.06	0.0586	0.0857	0.1235	0.1897	0.3354	0.5554	0.8644	0.8415	0.8349																												
		0.0457	0.058	0.0622	0.0809	0.1152	0.2538	0.6377	0.9397	1.1482	1.1819	0.925																												
		0.0458	0.0595	0.0598	0.0866	0.126	0.3061	0.6684	0.8301	1.0316	1.2047	1.0692																												
		0.0456	0.1619	0.346	0.5992	0.6827	0.8905	1.0806	1.1645	1.1079	1.0961	1.1136																												
		0.0448	0.168	0.3456	0.6531	0.7604	0.9182	0.9995	0.9788	1.1927	1.1238	1.041																												
		0.046	0.1734	0.3451	0.5345	0.7444	0.8869	0.9392	1.0278	0.9199	1.1166	0.9343																												
																																								
																																								
~End																																								
Plate:	HCC38 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	12	96	1	8	None																			
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12																											
	26.8																																							
		0.0457	0.0598	0.0638	0.09	0.188	0.4497	0.6551	0.7216	0.7663	0.8735	0.7991																												
		0.0452	0.0593	0.057	0.1223	0.2306	0.5613	0.7728	1.0315	1.0105	0.8209	1.0072																												
		0.046	0.0576	0.059	0.1103	0.2406	0.5668	0.8811	0.9416	0.9226	0.9312	0.9939																												
		0.0449	0.1436	0.4923	0.7273	0.8464	0.9119	1.0937	0.9587	0.9351	0.9426	1.007																												
		0.0458	0.1546	0.4476	0.7852	0.8972	0.979	0.9284	0.979	1.0017	0.897	0.9507																												
		0.0461	0.1567	0.4427	0.6178	0.8933	0.9454	0.924	0.8204	0.923	0.983	0.8158																												
																																								
																																								
~End																																								
